id,title,url,chunk_index,content
86,Diploma in Land Valuation and Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/dlvm/#,1,"January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
87,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/,0,"All students are expected to enroll every semester (whether the minimum or the maximum load), unless they are on an approved leave of absence from the University. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized tertiary or higher education institution."
88,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/,1,"All students are admitted to the Diploma program. Students interested in proceeding to the MA program should
Complete all courses for the Diploma program with a GWA of 2.0 or better,
Apply to the MA program, and
Pass the qualifying exam for the MA program. Curriculum
All courses listed below are 3-unit courses unless otherwise specified. Core Courses
LLE 201
Language Acquisition Theories and Principles
3 units
LLE 202
Foundations of Reading and Literacy
3 units
LLE 203
Trends in Reading and Literacy Instruction
PREREQUISITE
LLE 202
3 units
LLE 204
Second Language Teaching
PREREQUISITE
LLE 201
3 units
LLE 205
Development of Language and Literacy Programs
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 206
Development of Instructional Materials in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 207
Assessment in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
Toggle Sliding Bar Area"
89,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/#content,0,"All students are expected to enroll every semester (whether the minimum or the maximum load), unless they are on an approved leave of absence from the University. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized tertiary or higher education institution."
90,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/#content,1,"All students are admitted to the Diploma program. Students interested in proceeding to the MA program should
Complete all courses for the Diploma program with a GWA of 2.0 or better,
Apply to the MA program, and
Pass the qualifying exam for the MA program. Curriculum
All courses listed below are 3-unit courses unless otherwise specified. Core Courses
LLE 201
Language Acquisition Theories and Principles
3 units
LLE 202
Foundations of Reading and Literacy
3 units
LLE 203
Trends in Reading and Literacy Instruction
PREREQUISITE
LLE 202
3 units
LLE 204
Second Language Teaching
PREREQUISITE
LLE 201
3 units
LLE 205
Development of Language and Literacy Programs
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 206
Development of Instructional Materials in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 207
Assessment in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
Toggle Sliding Bar Area"
91,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/#,0,"All students are expected to enroll every semester (whether the minimum or the maximum load), unless they are on an approved leave of absence from the University. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized tertiary or higher education institution."
92,Diploma in Language and Literacy Education – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-language-and-literacy-education/#,1,"All students are admitted to the Diploma program. Students interested in proceeding to the MA program should
Complete all courses for the Diploma program with a GWA of 2.0 or better,
Apply to the MA program, and
Pass the qualifying exam for the MA program. Curriculum
All courses listed below are 3-unit courses unless otherwise specified. Core Courses
LLE 201
Language Acquisition Theories and Principles
3 units
LLE 202
Foundations of Reading and Literacy
3 units
LLE 203
Trends in Reading and Literacy Instruction
PREREQUISITE
LLE 202
3 units
LLE 204
Second Language Teaching
PREREQUISITE
LLE 201
3 units
LLE 205
Development of Language and Literacy Programs
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 206
Development of Instructional Materials in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
LLE 207
Assessment in Language and Literacy Education
PREREQUISITE
LLE 203
LLE 204
3 units
Toggle Sliding Bar Area"
93,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/,0,"Diploma in Mathematics Teaching – Faculty of Education
Skip to content
Diploma in Mathematics Teaching
Home
/
Diploma
/
Diploma in Mathematics Teaching
Diploma in Mathematics Teaching
superadmin
2022-03-02T06:51:33+08:00
The Diploma in Mathematics Teaching (DMT) program aims to upgrade the mathematics and pedagogical competencies of mathematics teachers in the secondary schools, as well as those engaged in the mathematics curriculum and materials development. Objectives
The program aims to:
Provide students with knowledge that will enable them to teach mathematics competently;
Help students develop and/or improve their skills in mathematics teaching; and
Help students appreciate the cultural significance of mathematics and its relation to social conditions. Mode of Instruction
All courses are delivered by Distance Education mode. Admission Requirements
Who is this course for? Basic education teachers who wish to undertake further studies and upgrade themselves. Entry Requirements
Applicants should have a baccalaureate degree and preferably be teaching Mathematics in the secondary level."
94,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/,1,"Curriculum
The program consists of 24 units of required course work which can be completed in two years or four semesters. EDMT 201
Mathematics Education
Principles, theories, and methods of mathematics education
3 units
EDMT 202
Computation Mathematics for Teachers
Numerical computations and their analyses and interpretations
3 units
EDMT 203
Higher Algebra for Teachers
Quadratic functions, graphs, and properties; theory of equations; combinatorics; the binomial theorem and its applications; strategies for teaching higher algebra
3 units
EDMT 204
Set Theory for Teachers
Propositions and rules of inference; set and set operations; cross product and the Cartesian coordinate system; relations and functions; cardinal and ordinal numbers; ordering strategies in teaching sets
3 units
EDMT 205
Geometry for Teachers
Geometry of the plane and space intuition, construction abstraction, deduction and axiomatization
3 units
EDMT 206
Calculus for Teachers
Limits and continuity; derivatives and integrals of algebraic and transcendental functions of at least one variable and their applications
3 units
EDMT 207
Number Theory and Algebra for Teachers
Number systems; divisibility; congruencies; geometric transformation; abstract mathematical structure; strategies for teaching elementary concepts in number theory and abstract algebra
3 units
EDMT 208
Mathematics, Technology, and Society
The role of mathematics in the development of science and technology and its impact on society
3 units
Toggle Sliding Bar Area"
95,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/#content,0,"Diploma in Mathematics Teaching – Faculty of Education
Skip to content
Diploma in Mathematics Teaching
Home
/
Diploma
/
Diploma in Mathematics Teaching
Diploma in Mathematics Teaching
superadmin
2022-03-02T06:51:33+08:00
The Diploma in Mathematics Teaching (DMT) program aims to upgrade the mathematics and pedagogical competencies of mathematics teachers in the secondary schools, as well as those engaged in the mathematics curriculum and materials development. Objectives
The program aims to:
Provide students with knowledge that will enable them to teach mathematics competently;
Help students develop and/or improve their skills in mathematics teaching; and
Help students appreciate the cultural significance of mathematics and its relation to social conditions. Mode of Instruction
All courses are delivered by Distance Education mode. Admission Requirements
Who is this course for? Basic education teachers who wish to undertake further studies and upgrade themselves. Entry Requirements
Applicants should have a baccalaureate degree and preferably be teaching Mathematics in the secondary level."
96,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/#content,1,"Curriculum
The program consists of 24 units of required course work which can be completed in two years or four semesters. EDMT 201
Mathematics Education
Principles, theories, and methods of mathematics education
3 units
EDMT 202
Computation Mathematics for Teachers
Numerical computations and their analyses and interpretations
3 units
EDMT 203
Higher Algebra for Teachers
Quadratic functions, graphs, and properties; theory of equations; combinatorics; the binomial theorem and its applications; strategies for teaching higher algebra
3 units
EDMT 204
Set Theory for Teachers
Propositions and rules of inference; set and set operations; cross product and the Cartesian coordinate system; relations and functions; cardinal and ordinal numbers; ordering strategies in teaching sets
3 units
EDMT 205
Geometry for Teachers
Geometry of the plane and space intuition, construction abstraction, deduction and axiomatization
3 units
EDMT 206
Calculus for Teachers
Limits and continuity; derivatives and integrals of algebraic and transcendental functions of at least one variable and their applications
3 units
EDMT 207
Number Theory and Algebra for Teachers
Number systems; divisibility; congruencies; geometric transformation; abstract mathematical structure; strategies for teaching elementary concepts in number theory and abstract algebra
3 units
EDMT 208
Mathematics, Technology, and Society
The role of mathematics in the development of science and technology and its impact on society
3 units
Toggle Sliding Bar Area"
97,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/#,0,"Diploma in Mathematics Teaching – Faculty of Education
Skip to content
Diploma in Mathematics Teaching
Home
/
Diploma
/
Diploma in Mathematics Teaching
Diploma in Mathematics Teaching
superadmin
2022-03-02T06:51:33+08:00
The Diploma in Mathematics Teaching (DMT) program aims to upgrade the mathematics and pedagogical competencies of mathematics teachers in the secondary schools, as well as those engaged in the mathematics curriculum and materials development. Objectives
The program aims to:
Provide students with knowledge that will enable them to teach mathematics competently;
Help students develop and/or improve their skills in mathematics teaching; and
Help students appreciate the cultural significance of mathematics and its relation to social conditions. Mode of Instruction
All courses are delivered by Distance Education mode. Admission Requirements
Who is this course for? Basic education teachers who wish to undertake further studies and upgrade themselves. Entry Requirements
Applicants should have a baccalaureate degree and preferably be teaching Mathematics in the secondary level."
98,Diploma in Mathematics Teaching – Faculty of Education,https://fed.upou.edu.ph/diploma/diploma-in-mathematics-teaching/#,1,"Curriculum
The program consists of 24 units of required course work which can be completed in two years or four semesters. EDMT 201
Mathematics Education
Principles, theories, and methods of mathematics education
3 units
EDMT 202
Computation Mathematics for Teachers
Numerical computations and their analyses and interpretations
3 units
EDMT 203
Higher Algebra for Teachers
Quadratic functions, graphs, and properties; theory of equations; combinatorics; the binomial theorem and its applications; strategies for teaching higher algebra
3 units
EDMT 204
Set Theory for Teachers
Propositions and rules of inference; set and set operations; cross product and the Cartesian coordinate system; relations and functions; cardinal and ordinal numbers; ordering strategies in teaching sets
3 units
EDMT 205
Geometry for Teachers
Geometry of the plane and space intuition, construction abstraction, deduction and axiomatization
3 units
EDMT 206
Calculus for Teachers
Limits and continuity; derivatives and integrals of algebraic and transcendental functions of at least one variable and their applications
3 units
EDMT 207
Number Theory and Algebra for Teachers
Number systems; divisibility; congruencies; geometric transformation; abstract mathematical structure; strategies for teaching elementary concepts in number theory and abstract algebra
3 units
EDMT 208
Mathematics, Technology, and Society
The role of mathematics in the development of science and technology and its impact on society
3 units
Toggle Sliding Bar Area"
99,Diploma in Research & Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/drdm/,0,"The DR&DM is designed to enhance knowledge and skills in planning R&D programs, developing and promoting technologies for utilization, and managing human and organizational relations in R&D systems. Program Goals
The program aims to enable students to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective; and
Influence and transform R&D organizations to be productive, dynamic, cost-effective, environmentally adaptive, socially relevant, and development-oriented. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized higher education institution. Admission Policies
Applicants can be admitted to the program through any of the following status:
Regular admission: This means that the applicant has satisfied all of the requirements of the program. Probationary admission: This applies to an applicant who did not satisfy the academic requirements for admission to the program. The students can be re-classified as a regular student of the program after satisfying the set GWA for the required number of units/courses. Provisional admission: This refers to an applicant who met the minimum requirements but failed to submit all of the documents required for admission to the program. Mode of Instruction
All subjects are offered online."
100,Diploma in Research & Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/drdm/,1,"In some subjects, you may also be asked to do some collaborative activities. At the end of the semester, it is also customary for students to sit for a proctored final examination. Courses
The Diploma in R&D Management consists of 24 units of course work, which may be completed in four semesters. Courses
Course Code
Course Title
Course Description
Number of Units
R&DM201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
R&DM211
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
R&DM220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
R&DM221
Problem-Solving and Decision-Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
R&DM231
R&D Project Planning and Control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
R&DM251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
R&DM252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
Electives
Course Code
Course Title
Number of Units
R&DM253
Intellectual Property Management in R&D Organization
3 units
DEVC 208*
Communication, Social Marketing and Social Mobilization
3 units
ENRM 211*
Environmental Planning and Management
3 units
PM 227*
Human Resources Development
3 units
PM 230*
Financial Management in Government
3 units
PM 241*
Public Policy and Program Administration
3 units
ASEAN 281*
ASEAN Science and Technology
3 units
*These courses are for inclusion (cross listing) in the list of electives for DR&DM students. Program of Study
Students are expected to take the courses in the following sequence:
Year
Semester 1
Number of Units
Semester 2
Number of Units
1
R&DM201
3 units
R&DM220
3 units
R&DM211
3 units
R&DM221
3 units
2
R&DM231
3 units
R&DM252
3 units
R&DM251
3 units
Elective
3 units
* Revised as part of the DR&DM Program Revision approved by the UPOU University Council on 5 February 2020 and by the UP President on 1 February 2021
**
Students admitted prior to AY 2020-2021 should follow the old DR&DM curriculum. Old DRDM Curriculum
For students admitted prior to AY 2020-2021, they are expected to take the courses in the following sequence:
Year
Semester 1
Number of Units
Semester 2
Number of Units
1
R&DM201
3 units
R&DM220
6 units
R&DM211
3 units
2
R&DM231
3 units
R&DM252
3 units
R&DM251
3 units
RDM 221
3 units
*Request for taking the 3-unit R&DM 220 and an elective to replace the 6 unit R&DM 220 has to be submitted through channels to the Dean’s office. For admission related details, please visit
UPOU website
. Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
101,Diploma in Research & Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/drdm/#content,0,"The DR&DM is designed to enhance knowledge and skills in planning R&D programs, developing and promoting technologies for utilization, and managing human and organizational relations in R&D systems. Program Goals
The program aims to enable students to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective; and
Influence and transform R&D organizations to be productive, dynamic, cost-effective, environmentally adaptive, socially relevant, and development-oriented. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized higher education institution. Admission Policies
Applicants can be admitted to the program through any of the following status:
Regular admission: This means that the applicant has satisfied all of the requirements of the program. Probationary admission: This applies to an applicant who did not satisfy the academic requirements for admission to the program. The students can be re-classified as a regular student of the program after satisfying the set GWA for the required number of units/courses. Provisional admission: This refers to an applicant who met the minimum requirements but failed to submit all of the documents required for admission to the program. Mode of Instruction
All subjects are offered online."
102,Diploma in Research & Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/drdm/#content,1,"In some subjects, you may also be asked to do some collaborative activities. At the end of the semester, it is also customary for students to sit for a proctored final examination. Courses
The Diploma in R&D Management consists of 24 units of course work, which may be completed in four semesters. Courses
Course Code
Course Title
Course Description
Number of Units
R&DM201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
R&DM211
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
R&DM220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
R&DM221
Problem-Solving and Decision-Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
R&DM231
R&D Project Planning and Control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
R&DM251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
R&DM252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
Electives
Course Code
Course Title
Number of Units
R&DM253
Intellectual Property Management in R&D Organization
3 units
DEVC 208*
Communication, Social Marketing and Social Mobilization
3 units
ENRM 211*
Environmental Planning and Management
3 units
PM 227*
Human Resources Development
3 units
PM 230*
Financial Management in Government
3 units
PM 241*
Public Policy and Program Administration
3 units
ASEAN 281*
ASEAN Science and Technology
3 units
*These courses are for inclusion (cross listing) in the list of electives for DR&DM students. Program of Study
Students are expected to take the courses in the following sequence:
Year
Semester 1
Number of Units
Semester 2
Number of Units
1
R&DM201
3 units
R&DM220
3 units
R&DM211
3 units
R&DM221
3 units
2
R&DM231
3 units
R&DM252
3 units
R&DM251
3 units
Elective
3 units
* Revised as part of the DR&DM Program Revision approved by the UPOU University Council on 5 February 2020 and by the UP President on 1 February 2021
**
Students admitted prior to AY 2020-2021 should follow the old DR&DM curriculum. Old DRDM Curriculum
For students admitted prior to AY 2020-2021, they are expected to take the courses in the following sequence:
Year
Semester 1
Number of Units
Semester 2
Number of Units
1
R&DM201
3 units
R&DM220
6 units
R&DM211
3 units
2
R&DM231
3 units
R&DM252
3 units
R&DM251
3 units
RDM 221
3 units
*Request for taking the 3-unit R&DM 220 and an elective to replace the 6 unit R&DM 220 has to be submitted through channels to the Dean’s office. For admission related details, please visit
UPOU website
. Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
103,Diploma in Research & Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/drdm/#04fdd11b8c4023b35,0,"The DR&DM is designed to enhance knowledge and skills in planning R&D programs, developing and promoting technologies for utilization, and managing human and organizational relations in R&D systems. Program Goals
The program aims to enable students to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective; and
Influence and transform R&D organizations to be productive, dynamic, cost-effective, environmentally adaptive, socially relevant, and development-oriented. Admission Requirements
Applicants must have a Bachelor’s degree from a recognized higher education institution. Admission Policies
Applicants can be admitted to the program through any of the following status:
Regular admission: This means that the applicant has satisfied all of the requirements of the program. Probationary admission: This applies to an applicant who did not satisfy the academic requirements for admission to the program. The students can be re-classified as a regular student of the program after satisfying the set GWA for the required number of units/courses. Provisional admission: This refers to an applicant who met the minimum requirements but failed to submit all of the documents required for admission to the program. Mode of Instruction
All subjects are offered online."
